whole_text,tweet_time,mentions_tesla,is_reply,is_quote,is_retweet,positive,negative,neutral,close_delta_z,volume_delta_z,price_cv,volume_cv,close_position,max_z_next5
"Imagine getting angry and tagging Elon Musk because Community Notes points out that ""the Holocaust is a true event"". YES the Holocaust is a TRUE event. There are videos, images and eyewitnesses to the horrific nature of the Holocaust. If you are questioning whether the Holocaust took place, you are showing your ignorance and/or bigotry. Thanks for doing it so openly. Damned if you, damned if you don’t",2024-05-08 17:28:00,0,1,1,0,0.007,0.9003,0.0928,-1.523,-0.218,0.001,0.277,0.512,3.029
It will greatly reduce accidents and save millions of lives,2024-05-08 17:46:00,0,1,0,0,0.9005,0.0173,0.0822,1.435,0.137,0.001,0.624,0.72,0.492
"Given the terrible flooding in Rio Grande do Sul, will donate 1000 terminals to emergency responders and make usage for all terminals in the region free until the region has recovered. I hope the best for the people of Brazil.",2024-05-09 13:38:00,0,0,0,0,0.446,0.0883,0.4657,-1.688,-0.302,0.003,1.433,0.211,-0.417
"Tier 25 AoZ was the hardest game I ever played! Was great playing with you, Ace and others. Is there an equivalent to the Tears of Blood glyph in Season 4? Without that, T25 would have been absolutely impossible.",2024-05-09 19:38:00,0,1,0,0,0.858,0.0503,0.0917,-0.476,-2.965,0.0,0.264,0.297,-1.058
This will really help Indonesians in remote locations that don’t have Internet today,2024-05-10 14:46:00,0,1,0,0,0.7082,0.0313,0.2605,-1.894,1.154,0.001,0.163,0.0,-4.025
"Something super weird is going on, as Tesla was the *only* car company attacked!",2024-05-10 17:17:00,1,1,0,0,0.0069,0.8876,0.1055,-2.156,-0.633,0.001,0.233,0.333,1.85
"NEW: Georgia Election Board dumbfounded after finding out that 3,000 ballots were scanned twice in the 2020 election recount in Fulton County. The board also revealed that 380,761 ballot images from machine count were “not available.” Q: Does Fulton County know why there are not 380,761 ballot images from election day? A: As with the investigators we have not been apprised of this allegation. This is the first I'm hearing about it. General counsel for the secretary of state’s office Charlene McGowan confirmed that Fulton County broke the law in their recount. “Fulton County used improper procedures during the recount of the presidential contest in 2020.” Despite this, the board refused to approve further investigation. Concerning",2024-05-10 18:16:00,0,0,1,0,0.0059,0.7743,0.2198,2.101,-2.697,0.001,0.472,0.672,1.642
"Yeah, I wouldn’t count on this in 12.3.x, but 12.4 is a big improvement and 12.5 might nail it",2024-05-10 19:25:00,0,1,0,0,0.7744,0.0284,0.1972,0.669,0.492,0.0,0.629,0.654,3.778
Critical thinking inhibits indoctrination and schools have become indoctrination centers,2024-05-13 18:54:00,0,1,0,0,0.0098,0.7678,0.2224,1.978,-0.976,0.001,0.432,0.548,4.043
"It would also obviously be ridiculous for the Roadster to achieve simply the same 0-60mph time as Model S, even though it is a 2 door fully performance-oriented vehicle",2024-05-13 19:21:00,1,1,0,0,0.0348,0.5855,0.3797,-0.864,-0.036,0.0,0.251,0.087,-2.69
"Future wars will be drone wars. Any given battle roughly comes down to kill ratio times number of units, assuming both sides have roughly similar unit counts. This means that winning on kill ratio is irrelevant if the opponent has a much larger unit production advantage. This",2024-05-13 19:33:00,0,1,0,0,0.0454,0.3518,0.6028,0.931,1.504,0.0,0.213,1.0,0.7
Now imagine if the extinctionist philosophy is programmed into AI. No need to imagine – this is already the case with Gemini and ChatGPT.,2024-05-14 15:12:00,0,1,0,0,0.0354,0.5069,0.4577,1.108,0.674,0.002,0.179,0.959,3.103
Must be coming in hot 🥵 😂!! I suspect incremental patches will follow.,2024-05-14 16:47:00,0,1,0,0,0.2831,0.2245,0.4924,0.379,1.36,0.001,0.369,0.149,-2.298
"Less than 5 years for uncrewed, less than 10 to land people, maybe a city in 20 years, but for sure in 30, civilization secured.",2024-05-15 13:43:00,0,1,0,0,0.4254,0.0387,0.5359,-2.738,-1.081,0.005,0.195,0.141,-0.609
"By implication, safety is therefore not top priority at OpenAI",2024-05-17 19:23:00,0,1,0,0,0.0279,0.5298,0.4422,2.721,1.502,0.001,0.475,0.974,1.662
Should be very rare after the 12.4 rollout. We have to sync up vehicle software (way too many hardware variants) with FSD.,2024-05-20 14:51:00,0,1,0,0,0.1292,0.1717,0.6991,1.612,-0.275,0.001,0.447,0.516,0.874
We plan to move the display rockets closer to the road,2024-05-20 15:39:00,0,1,0,0,0.1338,0.0101,0.8561,2.078,-2.048,0.001,0.286,0.862,0.413
"Well, to be fair, the legacy media sometimes attack other “billionaires” 😂 But, yeah, it is weird. Maybe I just get a lot of clicks? The legacy media is a click-maximizing machine, rather than a truth-maximizing machine.",2024-05-20 18:17:00,0,1,0,0,0.0347,0.5324,0.4329,-2.482,-0.257,0.001,0.588,0.342,-0.021
"I don’t read them, so no idea what they say unless it shows up here",2024-05-20 19:16:00,0,1,0,0,0.0204,0.3859,0.5937,2.58,-0.333,0.0,0.284,0.928,1.22
The fundamental limbic drive to have children is extremely powerful or we wouldn’t be here today,2024-05-20 19:43:00,0,1,0,0,0.4094,0.1526,0.438,-1.649,-1.304,0.001,0.272,0.533,1.258
"Yeah, it’s obviously a ripoff. They were literally bragging about it.",2024-05-21 15:34:00,0,1,0,0,0.0205,0.7448,0.2347,-0.651,-2.476,0.001,0.208,0.138,-1.987
They are shamelessly copying stupid things from America. How embarrassing.,2024-05-21 16:29:00,0,1,0,0,0.0073,0.947,0.0457,2.314,-2.464,0.001,0.24,1.0,2.153
That was what I saw when I visited the border,2024-05-23 14:32:00,0,1,0,0,0.0386,0.0629,0.8985,2.245,-2.668,0.001,0.534,0.739,0.123
"SCOOP: Whistleblowers at UCLA medical school say it has dramatically lowered admissions standards for minority applicants. As a result, they say, 50% of some cohorts now fail basic tests of medical competence. We've obtained shocking internal data.🧵 People will die if doctors misdiagnose patients",2024-05-23 15:23:00,0,0,1,0,0.0046,0.9142,0.0812,0.853,-1.855,0.001,0.25,0.659,2.853
"""We need to allow the people to develop the narratives that are of interest to them. If there's only half a dozen editors-in-chief, or even fewer, deciding what the narrative is, that's a form of manipulation of public opinion."" Elon Musk to Tucker Carlson one year ago. Trust the collective wisdom of the people",2024-05-23 15:36:00,0,0,1,0,0.0829,0.0975,0.8197,-0.037,-1.117,0.001,0.228,0.245,2.054
"Elon: I would urge parents to limit the amount of social media that children can see because they're being programmed by a dopamine-maximizing AI. Maurice: So, you understand that Elon is ready to sacrifice to X AI. shares his advice in the age of AI at #VivaTech A lot of social media is bad for kids, as there is extreme competition between social media AIs to maximize dopamine!",2024-05-23 16:47:00,0,0,1,0,0.1436,0.1024,0.754,-2.717,0.224,0.001,0.353,0.037,-2.334
"Yeah. Caffeine doesn’t affect me much, but I like the ceremony of it.",2024-05-23 19:54:00,0,1,0,0,0.5552,0.0657,0.3791,-2.581,2.155,0.001,0.207,0.176,0.848
"Ukraine will most likely decline, because NATO won’t let them stop the war yet. That allows Putin to tell the Russian people that he offered peace and it was refused, so there is no choice but to ramp up the war.",2024-05-24 14:11:00,0,1,0,0,0.0069,0.8474,0.1458,2.608,-0.201,0.002,0.378,1.0,3.427
OG Doge has ascended to heaven to be with his friend Harambe (),2024-05-24 15:09:00,0,1,0,0,0.4713,0.009,0.5197,3.085,2.588,0.002,0.294,0.989,2.073
"Those so-called activists are squares, conformists and corpo stooges posing as progressives. The most rebellious thing you can be in San Francisco is a Republican. 🏴‍☠️",2024-05-24 15:53:00,0,1,0,0,0.0107,0.8626,0.1266,-2.43,1.576,0.001,0.365,0.0,-1.128
"I’m in favor of greatly increasing our legal immigration, but hardcore stopping illegal immigration. This guy will probably will actually work hard, but there should be a probationary period where working hard and good behavior are required to stay in America.",2024-05-24 17:06:00,0,1,0,0,0.2533,0.1474,0.5993,1.16,-2.609,0.001,0.27,0.938,-0.865
Babies are financially punitive to most families. Government should at least even the scales.,2024-05-24 18:56:00,0,1,0,0,0.0113,0.783,0.2057,-0.773,1.739,0.0,0.273,0.331,-0.048
This is one of the dumbest things anyone has ever said 🤣🤣,2024-05-28 17:45:00,0,1,0,0,0.0084,0.9478,0.0438,-2.315,-1.569,0.001,0.267,0.0,-3.819
"Qatar Airways raises in-flight experience to new heights! We are proud to be the largest global airline and the first in the MENA region to collaborate with This complimentary, ground-breaking service will enhance our passengers' onboard experience with boundless entertainment and information options. Starlink provides Internet connectivity in the air that is often better than being on the ground!",2024-05-29 14:00:00,0,0,1,0,0.9702,0.0025,0.0273,0.376,-1.717,0.002,0.274,0.703,3.355
"CalPERS broke the deal. Shame on them, they have no honor.",2024-05-29 17:27:00,0,1,0,0,0.0062,0.933,0.0608,-1.995,-0.593,0.0,0.369,0.426,-0.628
"Pretty sure I’ve never discussed crypto with Trump, although I am generally in favor of things that shift power from government to the people, which crypto can do",2024-05-30 16:05:00,0,1,0,0,0.2078,0.0649,0.7273,1.597,-1.379,0.001,0.315,0.936,1.648
There have not been any discussions of a role for me in a potential Trump Presidency,2024-05-30 17:49:00,0,1,0,0,0.0384,0.2485,0.713,2.436,1.681,0.002,0.318,0.687,1.022
Back to #1 in Canada. No congratulations from or ? It's been an international bestseller for nearly four years and yet no big announcement. I feel hurt. Great book,2024-05-31 15:57:00,0,0,1,0,0.1178,0.6525,0.2297,2.682,-0.969,0.0,0.252,1.0,-2.138
"In a vacuum, that would be accurate and it would also not matter where someone were a “billionaire” or not (there is an implied pejorative in that word). However, as I’m sure you’ve observed, judicial resources are limited, often leaving serious crimes, where victims were",2024-05-31 16:16:00,0,1,0,0,0.0472,0.3154,0.6374,-1.882,-1.91,0.001,0.313,0.0,-2.134
The proscriptions of Marius led to the proscriptions of Sulla,2024-05-31 16:52:00,0,0,0,0,0.0529,0.036,0.9111,-1.623,-1.089,0.0,0.313,0.241,1.12
"English is uniquely expressive, sorry English has been a de facto open source language that has actively sought to include words from other languages for half a millennium",2024-06-03 15:31:00,0,0,1,0,0.2945,0.1283,0.5772,1.115,-3.509,0.001,0.367,0.309,1.909
"Tesla had no place to send the Nvidia chips to turn them on, so they would have just sat in a warehouse. The south extension of Giga Texas is almost complete. This will house 50k H100s for FSD training.",2024-06-04 15:03:00,1,1,0,0,0.1542,0.0728,0.773,1.105,-2.348,0.001,0.412,0.64,0.871
WaPo lost tremendous credibility over the past several years by being a far left propaganda publication,2024-06-04 16:09:00,0,1,0,0,0.0078,0.9017,0.0906,-1.794,1.605,0.001,0.418,0.0,0.366
"Of the roughly $10B in AI-related expenditures I said Tesla would make this year, about half is internal, primarily the Tesla-designed AI inference computer and sensors present in all of our cars, plus Dojo. For building the AI training superclusters, NVidia hardware is about",2024-06-04 18:12:00,1,1,0,0,0.2805,0.0166,0.7029,2.48,-0.409,0.001,0.355,0.875,7.73
"Training compute for Tesla is relatively small compared to inference compute, as the latter scales linearly with size of fleet. Perhaps the best way to think about it is in terms of power consumption. When the Tesla fleet reaches 100M vehicles, peak power consumption of AI",2024-06-04 18:50:00,1,1,0,0,0.1596,0.0615,0.7789,2.271,-0.112,0.001,0.231,0.748,1.955
The Starship launch tomorrow morning will be live-streamed exclusively on 𝕏!,2024-06-05 13:39:00,0,0,0,0,0.3081,0.0023,0.6896,-2.772,-3.538,0.005,0.48,0.0,-0.192
"This why Ron Baron thinks it’s unfair for Elon to NOT get his 2018 compensation package. 1/ majority approved (that’s the will of the company & shareholders), it’s a legally binding contract 2/ the person that sued Tesla/Elon had 9 shares, took him 5 years to bring to court, doesn’t represent all the shareholders 3/ the lawyer wants $5.6B in fees in Tesla stock, which is depressed bc of this lawsuit 4/ Elon has hit all milestones laid out, so he earned it, deserves it, and should be paid it. Thanks Ron!",2024-06-05 14:08:00,1,0,1,0,0.0809,0.4179,0.5012,-2.275,1.633,0.002,0.437,0.158,1.818
